key_0,artist_name,track_name,release_date,genre,lyrics,romantic,communication,spiritual,sad,feelings,danceability,valence,energy,topic,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,positive,negative
1570,rival sons,fade out,2016,blues,house fade slowly need stay watch bleed ghost go dark feel time fear live fee leaf tree deeply root ghost go dark feel fade slowly ghost,0.0034684008686913506,0.003468400915883786,0.0034684010546727788,0.2609416235456182,0.2502530389964238,0.3602388641569807,0.1184889225897571,0.8517247983553509,violence,3,3,1,5,1,2,1,1,1,4
1571,thee oh sees,gelatinous cube,2016,blues,stand cannibal eye meal come wander xmachine room cube lay murderer tool xmachine room cube lay murderer tool stand cannibal eye clock tick wander,0.004890670415056847,0.004890670419548218,0.004890670384195683,0.004890670517773719,0.004890670346806058,0.3346647633276518,0.1068075230747243,0.9362008630181166,violence,2,1,4,4,0,2,0,2,0,4
1572,muddy magnolias,it ain't easy,2016,blues,wish care wish live life easy feel pull push away feel high feel know wish care wish live life easy wish know heart doubt wish wouldn surround easy look eye feel deep inside light want tonight wish care wish live life easy wish know heart doubt wish wouldn surround easy need feel touch heal wish care wish live life easy wish care wish live life easy baby easy easy easy,0.0007978101981313973,0.1583506576128939,0.0007978101254540915,0.3721334780083182,0.04976135559537413,0.6029979888675251,0.5447367592547571,0.4166768133752393,sadness,0,2,0,2,2,2,0,3,5,4
1573,thee oh sees,ticklish warrior,2016,blues,loose arrows hole bring ax know scream force hole earth bring horse know life arianna hole head roll eye glance dead scream force hole earth bring horse know life,0.003168253671223084,0.1841975193714969,0.0031682539997512915,0.003168253666958363,0.003168253634027639,0.2742987720378892,0.3355736924932963,0.8821460214132284,violence,4,0,2,4,0,0,2,2,0,4
1574,the spencer davis group,short change,2016,blues,short change say mama short change short change gonna short change mama mama say mama short change local store short change woman door short change short change strange short change exchange dollars pound short change leave monday morning tire yawn fare short change morning breakback call think fall short change short change leave cars short change reach get free evaluation short change say mama short change short change gonna short change mama mama say mama short change local store short change woman door short change short change,0.0005447070552727499,0.0005447070518329811,0.022105312426276773,0.013785512379937758,0.0005447070520731401,0.4068191617611102,0.6367205307051255,0.65452697430756,world/life,1,2,0,22,0,3,2,1,3,5
1575,janis joplin,careless love,2016,blues,careless careless careless careless worry mother die cause father lose mind damn go shoot lord go shoot right go spare child spin die careless know follow careless follow rob silver lord gold rid,0.0029441530328713234,0.002944153573586589,0.1659017271191371,0.0029441531636227192,0.1984355175839796,0.6888488964644719,0.31983865646305826,0.5968788736891714,violence,5,3,5,7,2,6,1,4,5,11
1576,anders osborne,move back to mississippi,2016,blues,begin time half snail half elephant take galaxy fight begin snailephant terrorize nightmares world snailephant,0.006677514596357326,0.006677514835891779,0.00667751486878311,0.006677514877745982,0.006677514579449815,0.7399240142530267,0.4264305951074048,0.5200446660352736,world/life,2,1,0,2,0,1,0,0,0,2
1577,white denim,just dropped in (to see what condition my condition is in),2016,blues,wake morning sundown shin mind paper trip cloud fell high mind jag drop condition condition push soul deep dark hole follow watch crawl crawl tight couldn unwind break mind drop condition condition better label fool black letter dead sign foot leave road blow mind memphis spare straight downtown drop condition condition drop condition condition condition,0.0010143513742359002,0.0010143513616700218,0.001014351305609925,0.0010143514190691664,0.0010143513480527382,0.5717240089674482,0.5998202920357386,0.5597697118359702,violence,0,2,3,1,0,4,3,1,0,6
1578,bob weir,gonesville,2016,blues,hand stand pour rain seven sin contraband vanity remain go go gonesville go go gonesville go go gonesville go come thunder come rain hear whistle moan come misery train note rain forever sure rain bind go free go go gonesville go go gonesville go go gonesville go little bluebird like care like mockingbirds trouble crow know go go gonesville go go gonesville go go gonesville go,0.0008619571894685824,0.000861957229584474,0.11169689456752024,0.0008619571858451476,0.3946111286311436,0.4756354788128363,0.6247768124631456,0.4639272118518704,feelings,3,0,3,4,0,3,0,0,0,4
1579,eric clapton,got to get better in a little while (with j. j. cale),2016,blues,bring head demon peel skin face life lead inhuman cause effect disgrace sow seed nightmare hell prayers demons toll walk fate hand wait lightning strike wire bear brand wait lightning strike lightning strike twist dream form delusion collusion fear torment decimate stem contusion powermad freak intent sow seed nightmare hell prayers demons dead fell walk fate hand wait lightning strike wire bear brand wait lightning strike lightning strike spin world reel mankind stake leave break bleed fight sow seed nightmare hell prayers demons toll walk fate hand wait lightning strike wire bear brand wait lightning strike lightning strike lightning strike,0.0007598727661028399,0.0007598727639473657,0.0007598728204283675,0.0007598728079843321,0.0007598727583587173,0.4585515571928513,0.5483454402242643,0.6993174247421797,violence,34,9,7,26,0,11,12,0,1,35
1580,parker millsap,hands up,2016,blues,easy hard wanna lump jacket yeah pistol open register grab fistful dollar bill hand baby home brother gotta fee know think kind trash stickin quiktrip desert serve tour crawlin dirt sweepin floor hard pretend hear body zip best friend hand hand hand hand anybody go church preacher say save soul show patrol bomb go point speak word english swear hear scream hand hand hand hand outta luck know feel feel stick like turn door slam shut hate pour salt hand,0.0007630071050426681,0.164972626763426,0.0007630070693808469,0.0007630070683286572,0.058484279030481125,0.6154648034642543,0.3373900155512534,0.6904584912133933,violence,7,2,5,5,6,4,4,10,9,14
1581,snowy white,how was it for you,2016,blues,shame leave past move forgive guilt rebuild say say forgive dirt stain save cause wash whiter snow world know forgiveness hand refill plan life stand daily mercies brandnew unworthy forgiveness imagine hard cause mock take blame wash whiter snow world know forgiveness hand refill plan life wash whiter snow world know forgiveness hand refill plan life trap wave unending trap wave unending trap wave unending trap wave unending world know forgiveness,0.0019837497430426395,0.3773179813161448,0.0019837495383489656,0.0019837495890628726,0.001983749491434644,0.8122537795418261,0.3541671528306814,0.2691186084268158,world/life,1,4,6,1,1,3,1,1,3,7
1582,gary hoey,boxcar blues,2016,blues,boxcar blue early morning try school start shake better hold hear whistle blow boxcar blue cars come watch wheel round start jump run till grind train leave station know hear whistle blow boxcar blue boxcar blue early morning try river cross hear whistle blow boxcar blue boxcar blue boxcar blue boxcar blue boxcar blue boxcar blue,0.024860054122677232,0.055070808717282295,0.021695346928092697,0.0010716911200686083,0.0010716911285488186,0.4507301858478086,0.4848847659083141,0.7467297114551016,music,1,3,0,2,1,12,1,1,1,2
1583,phish,axilla i,2016,blues,summer sit pool get close eye wish cool everyday wish dissolve come today close eye wish axilla axilla axilla axilla understand body leave layin floor shape curiosity different face trace image sand pass time slip fall line begin weave tangle wall wall,0.001401957850335854,0.0014019578975329953,0.0014019578420664887,0.2973776851798342,0.001401957816778312,0.23134809190691336,0.5059530495387066,0.775917664734684,sadness,0,2,0,0,0,2,3,0,4,3
1584,jeff beck,right now,2016,blues,sign fame sign money wanna work think funny famously famous perfectly package distinguish feature plastic fantastic pretty little creatures want right right know want want right know want right yeah want right want right right know want want right know want right yeah want right karaoke kid think right take fight little lazy insult master sorry mansion come crash floor foundation gonna weather want right right know want want right know want right yeah want right want right right know want want right know want right yeah want right need belief need belief need belief need belief need belief need belief need belief,0.0007281062052551683,0.16554025719607587,0.0007281062173439841,0.0007281062258763751,0.0007281062034014607,0.4457706217513595,0.32725207460981937,0.8165714513377279,night/time,3,2,1,2,2,2,3,2,8,4
1585,dave edmunds,king of love,2016,blues,jonson ugly fall lovely know sound sound fool power overcome rule duel sound sound sound city exmarines look gritty look little pretty sound sound sound think hear fall think hear fall sound high school work soda shop good want meet sound sound sound repete chord school trick dope come real soon moon sound sound sound sound sound sound sound sound jonson cold weather music,0.0008348762684589305,0.032594730829974765,0.000834876291818477,0.08302145312198972,0.02720207737829916,0.2915098822590619,0.6599541780831345,0.6861385765055451,music,1,4,2,2,4,5,3,7,5,7
1586,wolfmother,the simple life,2016,blues,live cast worry away sell necklace roam place place look simple life look simple life moment gift ask lift look eye simple life look simple life look simple life look live simple life cast worry away look look eye simple life simple life simple life simple life,0.0011347924301270901,0.0011347924548802425,0.001134792504795998,0.0011347925579996074,0.0011347924196861894,0.4662236822411481,0.4723524325240822,0.7480054938543551,world/life,0,3,0,2,1,2,1,0,1,2
1587,jamie n commons,low life,2016,blues,life think bout life help fall help fall life think bout life try fight good fight life wanna better hard life inside cold bind start reflect start wonder sure tell break easier cause easier life think bout life help fall help fall life think bout life try fight good fight life word mind candlelight cold hand heart keep slow time start reflect start wonder sure tell break easier cause easier life think bout life help fall help fall life think bout life try fight good fight life ooooooh life life help fall help fall life life try fight good fight life life life think bout life think bout life help fall help help fall help life life think bout life think bout life try fight good fight life,0.0005956924517340747,0.2102392226161728,0.0005956924499984683,0.23197772075291226,0.05669027578082043,0.6070996345926764,0.35197087163696245,0.6374306617017175,world/life,20,10,0,10,5,10,7,6,6,32
1588,lukas nelson and promise of the real,(forget about) georgia,2016,blues,teach teach teach teach lift limbs focus soon drift night lift limbs focus soon drift night getaway drought cloud life quick escape start drift slumber smoke fill room options cope glimpse hang rope madness embrace vault longer string light blink mesmerize sense pulse keep time options cope glimpse hang rope madness embrace vault longer string light blink mesmerize sense pulse keep lift limbs focus soon drift night lift limbs focus soon drift night teach teach teach teach travel string tear scream crash like wave flush mind world climb wrist enter oblivion oblivion exhale knees crash exhale knees crash rewind teach teach teach teach,0.0010282101717323528,0.0010282101890897672,0.00102821019022694,0.001028210242314772,0.0010282101654545835,0.9053778597988976,0.28448384057332154,0.3152056302759021,world/life,5,5,1,9,14,3,18,15,22,10
1589,thee oh sees,dead man's gun,2016,blues,ecstasy extirpate electrify night time squeeze colossal cry second blast dead lay grass deemphasized fusillade lie hematic grave house break heft cleave hoof horse death breathe poison attack raze people like exercise slow erasure human kind earthly nature smolder ashen claw close exit doors rest great weight chest go human persuasion second blast dead lay grass deemphasized fusillade lie hematic grave,0.001793944272899573,0.0017939442529131145,0.0642500090983841,0.0017939443276571024,0.001793944324371623,0.3985977685905654,0.08754462467170478,0.9106672394195608,violence,8,5,5,11,3,8,5,3,6,12
1590,the heavy,miss california,2016,blues,lunatic wreck body break soul despite rhetoric take control muster witch zombie zombie miss california trail break hearts door miss california turn head anymore kind maniac spend money spit bone aphrodisiac mask echo ache death moan crucifix thing save small nightmare rainy miss california trail break hearts door miss california turn head anymore ballroom days get hard hide bitter look face mess inside miss california trail break hearts door miss california turn head anymore miss california trail break hearts door miss california turn head anymore,0.0007438950990211104,0.0007438951468225367,0.000743895090846315,0.3099189930376107,0.12470671722310933,0.4706059325061155,0.6586295594931915,0.482839468090616,sadness,6,2,6,8,3,5,8,3,3,9
1591,jeff beck,shrine,2016,blues,hunger power thirst spend days standin pourin rain know lose roll hate home soul temples crash know believe believe worship shrine human body pray think pray good things good humans destroy understand label manmade time pass time come know believe believe worship shrine human body pray pray good things good humans believe believe worship shrine human body pray think pray good things good people believe believe worship shrine pray pray good things good humans,0.001744273203983054,0.16698980722169082,0.0017442733528553122,0.0017442732276841545,0.2719346373389636,0.4830221760972984,0.13349369977341094,0.8043791639213396,world/life,2,23,2,15,20,4,19,21,20,3
1592,bob weir,lay my lily down,2016,blues,hole hole meadow hole cold cold grind hole hole meadow time newborn girl pull moma hair come window know hole hole meadow hole cold cold grind hole hole meadow gonna sleep child come learn laugh hell cause pharoah daddy blood run vein hole hole meadow hole cold cold grind hole hole meadow time little star windswept pearlhandled pistols banjo knee hole hole meadow hole cold cold grind hole hole meadow hole hole meadow hole cold cold grind hole hole meadow,0.0007223107100820298,0.0007223108193216821,0.000722310882196746,0.0007223107279160473,0.0007223107049260906,0.367059787851,0.6386876046835388,0.6762711343108979,violence,1,4,1,1,3,1,1,1,15,11
1593,rival sons,black coffee,2016,blues,thing need black coffee black coffee black coffee thing black coffee freshly grind fully prepare black coffee know know hungover skin white soul black black coffee black coffee tell black coffee want need black coffee waow yeah black coffee black coffee pond black black black compare right black good good possibly black coffee work need wanna tell america land free want long travel work like slave independent know lay build place little black coffee good taste say dime cost state black coffee good taste black coffee alright black coffee yeah black coffee thats want hear black coffee soothe soul soothe soul black coffee want need black coffee black coffee yeah black coffee want need black coffee yeah black coffee tell like need stop talk listen listen feel good gonna feel good gonna feel good wanna hear right feel good,0.0005363313495526053,0.10005034206074033,0.02466131274506696,0.00053633134660664,0.13269617874780507,0.3380942031247932,0.6102773046724519,0.6964386683444982,violence,1,11,0,1,9,30,8,10,16,30
1594,anders osborne,lafayette,2016,blues,inside change stay true understand tell want cause reprimand time shut mouth bite tongue cause speak breath shut life fate matter cause place gonna change stay life fate matter cause place gonna change stay live life choose walk away lose mind time goodbye force hand change older understand hate game lose stride guide straight away fakeass punks like life fate matter cause place gonna change stay life fate matter cause place gonna change stay gonna change stay gonna change stay breathe guarantee underneath inside change breathe cause underneath underneath change underneath change inside change gonna change stay life fate matter cause place gonna change stay life fate matter cause place gonna change stay life fate matter cause place gonna change stay life fate matter cause place gonna change stay,0.008324920393687266,0.00036174737758454197,0.00036174735715548465,0.11407051232165075,0.00036174735597965297,0.4943269566510618,0.6579318032547337,0.5564933274799647,world/life,5,10,3,21,0,4,3,2,2,14
1595,the marcus king band,devil’s land,2016,blues,father father say land half life try head water look lord slaughter feel pain tomorrow devil morning come knock door bible leave hand ask life live honest try live land feed family look try feel pain tomorrow feel pain tomorrow feel pain tomorrow feel pain tomorrow,0.0012984997702476914,0.0012984998807700232,0.11449166436164344,0.1124115461911815,0.14810913175727625,0.20027118934313287,0.4016541786204828,0.8665338928610427,world/life,3,6,4,8,1,9,2,4,4,9
1596,rival sons,tied up,2016,blues,dark moon shoot apple head cause sweet know dead tie tangle wrap tie tangle wrap neck deep cause sweet burn desire sugar know burn tie tangle wrap tie tangle wrap tie tangle wrap tie tangle wrap,0.2264034935292018,0.10758364210171732,0.0017085845102800445,0.0017085845854848747,0.0017085845148747773,0.32835800189512376,0.4178989232173833,0.8091353241898025,violence,1,2,0,1,2,1,2,2,3,1
1597,the bones of j.r. jones,hammers and nails,2016,blues,sing song holler scream fruit bleed fruit bleed dirt tell dirt tell hold heart bury shovel rumour spell rumour spell hold tongue bury rope hammer nail hammer nail hammer nail hammer nail bury bury bury bury bury bury bury bury woah woah woah woah woah woah woah woah woah woah woah woah woah woah woah woah sing song holler scream fruit bleed fruit bleed hold tongue bury rope hammer nail hammer nail,0.11936294873849065,0.0014943865984754462,0.0014943864928740585,0.001494386574848959,0.0014943864883607946,0.51692921375557,0.5069136371744788,0.6793867132322605,violence,2,2,4,2,2,13,2,2,2,4
1598,tedeschi trucks band,in every heart,2016,blues,heart perfume blame heart story face leave dream away heart time tell tale believe ship set sail believe come find fail heart heart soul psalm come sing heart life rhyme raise cover shine heart time tell tale believe ship set sail believe come find fail heart heart heart book turn page long take heart heart voice get word noise heart time tell tale believe ship set sail believe come find fail heart heart,0.000939855329363932,0.07470751633968363,0.0009398553345565982,0.4519818684271532,0.0009398553057126264,0.4840643665221864,0.5998740763739244,0.4426751734504379,sadness,1,8,1,0,1,2,1,3,7,3
1599,avail hollywood,twenty five and up,2016,blues,beware devil spoil heart beware devil apart walk like colour know goin girl know turnin world upside brandin frown beware devil spoil heart beware devil apart leave stickin bluff wanna change dream things plan scheme wanna overnight glow beware devil spoil heart beware devil apart walk like colour know goin girl know turnin world upside brandin frown eyey beware devil spoil heart yeahhey beware devil apart,0.0010133631007268485,0.06266663119363837,0.0010133630929652741,0.22921569686292526,0.0010133630890564558,0.5784865438539113,0.467688785170713,0.6246202812410921,sadness,8,18,12,17,1,11,1,1,1,25
1600,little hurricane,haunted heart,2016,blues,thief night steal church pray heal lover steal sunlight life dead calm ahead beat heart lungs breath tear weep reason sleep life dead calm ahead tell world better stay closer life dead calm ahead tell world better stay closer,0.03249937959882708,0.06376279294539616,0.0014151840137606806,0.13018643251737327,0.0014151839774841405,0.4971415774396439,0.5672851883893827,0.6395024244467375,violence,3,3,1,4,4,4,2,4,11,4
1601,rival sons,hollow bones pt. 1,2016,blues,gonna help suffer gonna help bleed gonna mother gonna question belief feel hair neck stand like guard gonna check like witness death hollow bone hollow bone hollow bone hollow bone gonna steal gonna bruise heel pick teeth floor mouth like deal feel heart beat chest like drum local hear knock legs weak devil door hollow bone hollow bone hollow bone hollow bone hollow bone hollow bone hollow bone haaa,0.0010177264941762766,0.0010177264885642345,0.020464028761673296,0.0269779446206968,0.032307936224266504,0.32902513597282257,0.2720224273938783,0.9030801728784648,violence,3,5,2,4,2,15,3,4,5,18
1602,the marcus king band,guitar in my hands,2016,blues,guitar hand guitar hand lonely claim clear baby understand guitar hand guitar hand think pull push hide baby understand guitar hand guitar hand guitar hand guitar hand,0.3668781100284216,0.05927789699594069,0.0021524761065401235,0.0021524761964292986,0.0021524760548919893,0.2826028778062235,0.5773715351188401,0.6698137112209144,music,1,0,1,2,2,1,0,0,3,1
1603,rival sons,thundering voices,2016,blues,pain let know skin wanna know know word come mouth thunder voice loud clear speak truth hear thunder voice loud clear heartache wound knee kill haunt torment blind pull string thunder voice loud clear speak truth hear thunder voice loud clear know boundaries wall fence land lie death thunder voice loud clear speak truth hear thunder voice loud clear speak truth hear thunder voice loud clear speak truth hear,0.0008540458641798449,0.08535588000190245,0.0008540459290287156,0.0008540458791584293,0.0008540458631816547,0.2704929648223505,0.3638705339820136,0.8872109369551711,violence,4,1,2,6,0,7,2,6,8,9
1604,the marcus king band,radio soldier,2016,blues,happen listen know go lift perfect tune radio soldier radio soldier form change range sing change word microphone look radio soldier tell take owe play write radio soldier tell play write take owe radio soldier radio soldier radio soldier radio soldier,0.001814751987734393,0.22021768219748736,0.0018147520258340473,0.0018147520818931036,0.0018147520732908888,0.2407495605340766,0.4991398251046778,0.8027391128161058,music,8,3,0,2,2,9,0,3,19,0
1605,kongos,take it from me,2016,blues,mind wake recognize take minute clear head recall blank camera roll forget film start matter time minute cross line think mind mind mind stop hold think slow knock track stop hold think slow turn beast bolt split second late bring halt hypnotize feet follow shoe kinda like cigarette smokin start matter time minute cross line think mind mind mind stop hold think slow knock track stop hold think slow turn mind stop hold think slow turn,0.06758124986919775,0.15699329966655892,0.0006714942465002378,0.0006714942746042043,0.0006714942556872751,0.4430752924187227,0.6301756213752292,0.6142861688860581,night/time,3,6,0,3,0,3,0,0,0,7
1606,the kills,doing it to death,2016,blues,baby save waste know gotta slow wave come face know stop head dead club hand dipsy dropsy line hang double sixing night night death death baby lately plan make shape things come hold horse light feel come listen pick hand kicksy lipsy time hang double sixing night cause tonight death death double sixing night night night double sixing night night night double sixing night night night death death death death death,0.0008291125340355046,0.06744775300564547,0.0008291123625955352,0.0008291123840320103,0.0008291125519475235,0.5496757176198137,0.5712686638801058,0.6057695684271353,violence,9,11,10,9,3,9,9,2,5,10
1607,tedeschi trucks band,anyhow,2016,blues,run bitter taste take rest feel anchor soul play game rule learn lessons get choose turn walk away walk away anytime anytime wake feel adrift piece miss realize push follow lose place deal wreckage soul turn walk away walk away anytime anytime care loan dime sorry cost time expect desperate flame turn walk away walk away anytime anytime anytime anytime anytime anytime anytime anytime anytime anytime,0.0009886774517729666,0.000988677476626709,0.0009886774388253136,0.6180381235087332,0.04821560915593299,0.34670934972869943,0.4219549698343717,0.5634250888245644,sadness,1,4,1,3,1,2,3,3,5,3
1608,leon bridges,mississippi kisses,2016,blues,little girl know steal heart mississippi kiss orleans mississippi kiss orleans little girl know steal heart mississippi kiss orleans mississippi kiss orleans come easy go home tomorrow pigtail sweet southern charm yellow steal heart little girl know steal heart mississippi kiss orleans mississippi kiss orleans remember forever pigtail sweet southern charm yellow steal heart little girl know steal heart mississippi kiss orleans mississippi kiss orleans forget babe darlin sweet forget babe darlin sweet little girl know steal heart mississippi kiss orleans mississippi kiss orleans,0.3567027861680014,0.0009043861302936254,0.0009043860513678711,0.2271613428685913,0.0009043861732683893,0.6633273509651121,0.388994297030092,0.4794149092832242,romantic,7,15,0,7,14,7,14,4,16,9
1609,dorothy,gun in my hand,2016,blues,hand hand hand head hand redemption revenge bottle ledge thrill push edge hand hand knife heart open scar knife heart head heart redemption revenge bottle ledge thrill push edge hand hand hand hand whoa hand redemption revenge bottle ledge whooa thrill push edge hand hand hand,0.5264746493637924,0.0015885668578591134,0.0015885668648982336,0.0015885669392039115,0.0015885668515968462,0.3504542269168825,0.44132659324086254,0.6365744436692913,romantic,4,6,1,7,3,1,6,0,6,4
1610,the arcs,lake superior,2016,blues,stretch sand sweet northern breeze manitowoc beach alibi judge great lake stain superior want pull drain abandon shore poor whip fatter stay mice chain bruise stand accuse admit lose wanna know people outdoor gonna insane insane baby girl world burn hole brain brain wanna know people outdoor gonna insane insane baby pride gonna say harm disgraceful sound manitowoc know gavel pound crack right shoot site know baby tonite tide superior mccarthy clan shore poor whip fatter stay mice chain bruise stand accuse admit lose wanna know people outdoor gonna insane insane baby girl world burn hole brain brain wanna know people outdoor gonna insane insane baby pride gonna say,0.013407979745307212,0.1003146012316278,0.14251034246621733,0.0006366334027893531,0.0006366333652945191,0.422864664209052,0.533462020278336,0.7113725797560945,violence,15,3,4,13,9,3,3,2,11,21
1611,leon bridges,here in my arms,2016,blues,say want long say need girl wrong tell room arm arm know comfort baby come warm arm arm darling know world blanket cold baby dark cling girl fall need gotta say want long say need girl wrong tell room arm arm baby come warm arm,0.30411480124300744,0.22713367291623804,0.001190325824220368,0.0011903259672262536,0.0011903258203422849,0.5195844998557573,0.6508027858645988,0.40299865146919583,romantic,0,3,0,0,5,2,0,3,5,4
1612,dorothy,wicked ones,2016,blues,night faint heart faint heart faint heart night faint heart cause faint heart gonna fall apart night holy holy plan promise land night evil hand evil hand gonn raise dead sleep wicked play lyric commercial,0.0017772979025288173,0.0017772978151322878,0.03345908982749973,0.33124867384497103,0.0017772977523547288,0.5187309029050978,0.5331091048527794,0.5795327960655334,sadness,2,1,2,3,1,3,0,1,4,4
1613,leon bridges,there she goes,2016,blues,go move fast like train somebody babe go baby lie leave luggage break heart train station want know come home wait go go go go go go go go go sleep slip door bother bother leave note want know come home wait go go go go go go go go go send white letter mail baby spend months reply want know come home wait go go go go go go go go go change mind roll roll go go go go go go go go go go go,0.0004516654364705473,0.000451665472501923,0.0004516654631356118,0.053105448131483456,0.3650467543379343,0.45066035035158997,0.6500329426420909,0.4881418734569738,feelings,1,6,1,1,3,3,4,1,3,9
1614,dorothy,medicine man,2016,blues,medicine free change ways holler holler medicine hurt holler live like free change ways ohhohhohhoh woahoh ohhohhohhoh woahoh medicine know break need dollar pain away free change ways free change ways change ways medicine ohhohh woahoh medicine ohhohh woahoh whoooooa whoooa whoooa free change ways change ways change ways free change ways medicine free change ways,0.0019484131291473425,0.0019484132217926398,0.2681381794006565,0.1317430449524588,0.001948413131122924,0.6146225181108214,0.38590827589994414,0.6197162743835822,world/life,1,0,0,12,0,2,1,0,0,2
1615,dorothy,whiskey fever,2016,blues,whoa mama leave tell whoa mama soul deep gotta whiskey whiskey whiskey fever evil evil whiskey whiskey whiskey fever evil evil whooohh whooohh whoooh evil whoa mama grow habit bustin bone hell mama gonna swallow lord know gotta whiskey whiskey whiskey fever evil evil whiskey whiskey whiskey fever evil evil whooohh whooohh whoooh evil whooohh whooohh whoooh evil evil whoa evil evil evil whiskey whiskey whiskey fever evil evil whiskey whiskey whiskey fever evil evil whooohh whooohh whoooh evil whooohh whooohh whoooa evil,0.0007849897369020117,0.0007849897885641207,0.0007849897392855267,0.0007849897464021473,0.000784989733467738,0.4383818644882073,0.4983487574237037,0.7479751171112338,violence,22,1,23,28,1,23,1,2,2,24
1616,reignwolf,hardcore,2016,blues,lose deep catch breath think say try break wall mama leave hardcore hardcore think brother say lock bedroom sister say throw away world stop hell think say try break wall think hardcore hardcore think time think like anymore try break wall think hardcore hardcore think say try break wall mama leave think hardcore hardcore think,0.0010627236612816477,0.39485325385644204,0.0010627236867735512,0.2939091975494878,0.0010627236604273033,0.4916197860899828,0.4179800351486305,0.5842153537112768,sadness,2,1,2,2,0,4,8,1,1,4
1617,parker millsap,hades pleads,2016,blues,gonna house styx long black train go clacketyclick beg like cerberus beg like beggin gonna garden scream belly voodoo machine pick darlin black limousine knockin gonna line want pretty girl rule underworld coal diamonds string black pearl gonna crown queen dead goldcapped teeth ring head hear river burial listen gonna line,0.00149974277237435,0.0014997427274643926,0.0014997427582275032,0.0014997427209980185,0.0014997428929385194,0.5000177574217832,0.6459205116457731,0.5768515309472675,violence,2,2,1,3,2,6,1,3,3,8
1618,phish,waiting all night,2016,blues,night wait come home wait night wait night mind race wonder wrong wait night wait night come home come roll hold wait night say sorry wait night go away wait night know wait night leave wait night sail sail,0.02736731217411925,0.08760397017847411,0.0013563685578386908,0.0013563687842438519,0.0013563688709501195,0.2459591343849841,0.5113833601221838,0.8182678159549048,night/time,0,10,0,0,0,1,1,0,0,12
1619,dorothy,raise hell,2016,blues,gotta raise little hell young blood like river young blood chain young blood heaven need sinner raise hell saint young blood come start riot care young blood heaven hate sinner gonna raise hell raise hell raise hell somebody gotta gotta raise little hell baby drop bone baby sell soul heaven fare thee somebody gotta gotta raise little hell hell yeah somebody gotta gotta raise little hell hell yeah somebody gotta gotta raise little hell young blood stand deliver need queen young gotta pull trigger world run scar raise hell baby drop bone baby sell soul heaven fare thee somebody gotta gotta raise little hell hell yeah somebody gotta gotta raise little hell hell yeah somebody gotta gotta raise little hell,0.00041783910932146316,0.0004178391149908128,0.11498964023571945,0.0004178391147732687,0.05665903583457271,0.4631835409882789,0.6287701762704306,0.6112901809440376,violence,22,9,21,22,12,21,8,1,13,22
1620,anderson east,learning,2016,blues,remember grow rid shotgun daddy truck wheel learn learn drive pond rods reel little jones bait cast pull learn learn take teach thank lord guide hand learn learn leave home seventeen head north tennessee say dream understand learn take teach thank lord guide hand learn learn pass lose break time fold love wrong take teach thank lord guide hand learn learn start fall apart leave hole heart say someday understand learn like learn learn like learn learn learn learn learn learn get little hard learn learn learn,0.025837601925289163,0.000666835873781443,0.0006668358458425795,0.09729908434844496,0.0006668358467725301,0.4999093414029362,0.6361262045843389,0.5790492852259959,world/life,1,3,4,2,5,4,7,12,35,9
1621,eric clapton,layla (with j. j. cale),2016,blues,help surrender control search death soul bleed beneath cover keep leak bleed inside fear fall feet time lose silence reach life star save need guilty feel come crash take help lose lock cage hate take control break bleed inside fear fall feet time lose silence reach life star save need guilty feel come crash take silence reach life star save need jury bury come crash take take silence reach life star save need guilty feel come crash take silence take save need guilty feel come crash take,0.0006414468329891454,0.0006414468401280567,0.0006414468287835606,0.13575906675648788,0.0376268579758313,0.2685392504098903,0.39827872269563785,0.8656865431710125,violence,11,7,5,13,9,19,10,11,9,21
1622,black pistol fire,hard luck,2016,blues,cold smoke river shore take breath hardly choke weepin moan like lonesome ghost kerosene soak foot rope cold heart follow line north apple darling know want bite lose mind daddy dime county line shack rope kindly remove heart jaw cold heart follow everwhere line north apple darling know want bite know know know heaven ramble know know know heaven ramble hook line sinker baby lord know need maybe look need save pretty soon push daisies cold heart follow line north apple darling know want bite know know know heaven ramble know know know heaven ramble,0.08155416439205565,0.26439732814877426,0.000665858539790197,0.04545606801860446,0.000665858516200867,0.4276302326576339,0.3871739453716049,0.7672056767424207,violence,3,1,3,5,6,6,1,7,7,14
1623,allen toussaint,american tune,2016,blues,time mistake time confuse fall forsake certainly misuse alright alright weary bone expect bright bear divine away home away home know soul better friend feel ease know dream shatter drive knees alright alright live long think road travel wonder go wrong help wonder go wrong dream die dream soul unexpectedly look smile assuredly dream fly high eye clearly statue liberty sail away dream fly come ship mayflower come ship sail moon come hat uncertain hours sing american tune alright alright alright forever bless tomorrow gonna work try rest try rest alright alright alright forever bless tomorrows gonna work try rest try rest,0.0007088892619874277,0.12274459406236925,0.02955223462857813,0.09647641238503037,0.0007088893575756591,0.8596650775095871,0.4653042704109117,0.13863483440294924,world/life,3,11,1,4,6,7,6,8,13,11
